,titles,replies,views,activity,category
0,"[Read Before Reporting Bugs] How to Report Bugs
If you are experiencing any technical problems or bugs on our website, please provide us with as much information as possible to expedite the process. Please use this template: Describe the bug: A clear and detailed… read more",2,408,Dec '20,tech-support-site-feedback
1,HELP ME PLEASE! platform problems :c,408,52,14h,tech-support-site-feedback
2,Tapas Link didn’t work on App,6,37,2d,tech-support-site-feedback
3,Please delete my series,52,167,2d,tech-support-site-feedback
4,Where the f is the Darkmode?,3,82,3d,tech-support-site-feedback
5,Draft bug for copying text on Chrome,37,34,3d,tech-support-site-feedback
6,"Lost all my text on draft, help please!",2,129,4d,tech-support-site-feedback
7,FIXED Username taken - but I can’t find it,167,92,5d,tech-support-site-feedback
8,Text error Fight like a girl episode 41,9,56,6d,tech-support-site-feedback
9,My bookmark moves whenever the comic I’m reading updates,82,85,8d,tech-support-site-feedback
10,Mature filter is turning on itself,0,90,9d,tech-support-site-feedback
11,NSFW filter keep turning on,34,1.3k,12d,tech-support-site-feedback
12,New SPAM account,8,108,14d,tech-support-site-feedback
13,Ad revenue problem!,129,546,14d,tech-support-site-feedback
14,Bug: Early Access comics don’t remember my place,0,134,15d,tech-support-site-feedback
15,This is an ad.. Is this allowed?,92,159,16d,tech-support-site-feedback
16,Can’t activate Support Option even after reaching Milestone,3,167,16d,tech-support-site-feedback
17,Tapas Blocked My Entire Series For ‘Child Endangerment Content’,56,893,21d,tech-support-site-feedback
18,My original series was blocked - help/advice needed,5,121,23d,tech-support-site-feedback
19,Missing Support Revenues,85,69,23d,tech-support-site-feedback
20,SOLVED – My Premium Novel showing up as unlisted?,1,145,23d,tech-support-site-feedback
21,"Tapas whats up with the unsubscriptions after each time i get a new sub, seems very suspicious",90,274,25d,tech-support-site-feedback
22,Comic doesn’t appear in Fresh section,10,170,26d,tech-support-site-feedback
23,“I’m not a robot” confirmation issues,1.3k,198,27d,tech-support-site-feedback
24,Didn’t get ink I purchased after 3 days,2,47,27d,tech-support-site-feedback
25,Error with Episode Order,108,133,27d,tech-support-site-feedback
26,"Chapter saved as draft, but text gone?",32,58,27d,tech-support-site-feedback
27,People can’t see my comic,546,96,28d,tech-support-site-feedback
28,Dreame Site Spam,5,158,28d,tech-support-site-feedback
29,Any way to switch to Dark Mode on Tapas (desktop/browser version)?,134,57,29d,tech-support-site-feedback
30,. tapas deleted my account ? pls help,8,140,29d,tech-support-site-feedback
31,Whenever I download episodes on Tapas the app crashes,159,59,Jul 2,tech-support-site-feedback
32,I just…deleted everything,6,510,Jul 2,tech-support-site-feedback
33,"I’m starting to feel a bit CONCERNED about Tapas official releases (Technical Support, please!)",167,201,Jul 1,tech-support-site-feedback
34,Text alignment for novels no longer work,34,80,Jul 1,tech-support-site-feedback
35,Video recording and editing apps,893,1.2k,Jun 30,tech-support-site-feedback
36,Tapas’ pages takes too long to load,2,54,Jun 30,tech-support-site-feedback
37,Why my last two post is disappeared? It could happen to you too!,121,456,Jun 28,tech-support-site-feedback
38,I can’t view my own empty series,2,104,Jun 27,tech-support-site-feedback
39,A little help? Blocked Story?,69,73,Jun 26,tech-support-site-feedback
40,How did I get a Tapas notification when it’s blocked?,4,372,Jun 24,tech-support-site-feedback
41,Weekly performance reports,145,120,Jun 23,tech-support-site-feedback
42,[Bug] Chapters: Interactive Stories for 2k Ink,9,67,Jun 22,tech-support-site-feedback
43,SPAMMER in COMMENTS Doing Rounds Again,274,563,Jun 22,tech-support-site-feedback
44,My novel isn’t showing up on the site,4,102,Jun 21,tech-support-site-feedback
45,Suggestion: bring different languages to the page,170,84,Jun 20,tech-support-site-feedback
46,How long does it take Tapas to answer an email?,4,106,Jun 19,tech-support-site-feedback
47,Episode number out of order,198,57,Jun 19,tech-support-site-feedback
48,“Descending order” series setting does not “start readers from your most recent episode”,0,290,Jun 15,tech-support-site-feedback
49,Is there anyway to report a page missing on an official comic?,47,93,Jun 15,tech-support-site-feedback
50,Again no ink for reading (5 vs 200 episodes require),7,97,Jun 11,tech-support-site-feedback
51,Images broken in comics,133,56,Jun 11,tech-support-site-feedback
52,Posting on pages error,1,55,Jun 10,tech-support-site-feedback
53,My Account Milestone was resetted,58,217,Jun 10,tech-support-site-feedback
54,Forgot both email and backup email for sign in,3,57,Jun 10,tech-support-site-feedback
55,Can’t see novels on app,96,63,Jun 8,tech-support-site-feedback
56,Error when I preview,3,86,Jun 7,tech-support-site-feedback
57,CSP Text tool help,158,90,Jun 7,tech-support-site-feedback
58,Can’t get in contact with tech support for a bug on my creator’s page. Help!,8,159,Jun 6,tech-support-site-feedback
59,Is there a problem in Tapas APP?,57,105,Jun 4,tech-support-site-feedback
60,I badly need some help. Can anyone hear this out?,5,112,Jun 3,tech-support-site-feedback
61,Ad revenue stalled entirely?,140,725,Jun 3,tech-support-site-feedback
62,Why is the uploader adding size to my files?,2,119,Jun 2,tech-support-site-feedback
63,Novel updated a few hours ago not appearing in FRESH tab,59,98,Jun 2,tech-support-site-feedback
64,Can’t comment / write wall posts,36,125,Jun 2,tech-support-site-feedback
65,Missing Page in Mature “Undercover Partners”,510,97,Jun 1,tech-support-site-feedback
66,Comics Feed Needs Tweaking,3,170,Jun 1,tech-support-site-feedback
67,Episode descriptions no longer on app,201,96,May 31,tech-support-site-feedback
68,My novel isn’t showing up both on the app and website whenever I search for it,3,95,May 28,tech-support-site-feedback
69,Feature Request: User Wall Likes,80,147,May 27,tech-support-site-feedback
70,Overlapping things and mismatched info about “free ink for read” in app,14,103,May 26,tech-support-site-feedback
71,Do you see my novel on the app?,1.2k,73,May 25,tech-support-site-feedback
72,"Help with summary link, please",0,99,May 24,tech-support-site-feedback
73,Downloading Episodes not Progressing,54,177,May 23,tech-support-site-feedback
74,Size guideline “No height limitation ?”,49,423,May 22,tech-support-site-feedback
75,Unable to see episode previews,456,100,May 19,tech-support-site-feedback
76,Paranormal/Supernatural Genre Addition,6,234,May 17,tech-support-site-feedback
77,Mature section is missing,104,112,May 17,tech-support-site-feedback
78,Not showing up under comedy tab when searching,0,175,May 17,tech-support-site-feedback
79,Tapas support is not responding to a ticket about transactions?,73,111,May 13,tech-support-site-feedback
80,Milestone Issues,23,138,May 11,tech-support-site-feedback
81,Changed description doesn’t show up in the /info link,372,60,May 11,tech-support-site-feedback
82,Haven’t received Ink,3,173,May 9,tech-support-site-feedback
83,Tapas blocked my whole series,120,460,May 9,tech-support-site-feedback
84,Why are the views data not synchronized simultaneously?,4,67,May 9,tech-support-site-feedback
85,Unable to remove Ads or Support?,67,104,May 8,tech-support-site-feedback
86,Chapters not marking as read,20,322,May 8,tech-support-site-feedback
87,Likes don’t match,563,78,May 8,tech-support-site-feedback
88,Why is there no SoundCloud support for the mobile app?,10,92,May 8,tech-support-site-feedback
89,Tapas Notifications set as “Alarms”?,102,167,May 8,tech-support-site-feedback
90,Files are compressing on me,2,178,May 7,tech-support-site-feedback
91,I don’t get the library system at all,84,165,May 7,tech-support-site-feedback
92,Unlink Facebook,7,169,May 7,tech-support-site-feedback
93,Ink Goal Limit or Bug?,106,85,May 5,tech-support-site-feedback
94,Something wrong with my milestones,0,165,May 5,tech-support-site-feedback
95,Fortune Cookie does not show up in the app,57,75,May 3,tech-support-site-feedback
96,Novel not showing up under Fresh (or anywhere),3,130,May 1,tech-support-site-feedback
97,Notifications not working correctly (both PC and mobile),290,46,May 1,tech-support-site-feedback
98,Comic is not shown,2,166,Apr 30,tech-support-site-feedback
99,Comic can not be found anymore in any category,93,189,Apr 28,tech-support-site-feedback
100,"Tapas app doesn’t open novel, after loading it close itself",1,86,Apr 27,tech-support-site-feedback
101,Issue with logging into account (iOS and PC),97,130,Apr 26,tech-support-site-feedback
102,I can’t log in Tapas through Tapas mail after I update the app. Anyone here help me 😭,0,87,Apr 26,tech-support-site-feedback
103,Unable to leave comments or replies,56,777,Apr 24,tech-support-site-feedback
104,Possible Hiatus Header?,0,204,Apr 22,tech-support-site-feedback
105,Reward Status missing,55,71,Apr 21,tech-support-site-feedback
106,Suggestion: share thumbnail for novels,18,79,Apr 20,tech-support-site-feedback
107,Issue after changing order of the episodes,217,82,Apr 19,tech-support-site-feedback
108,How do I get the Ink button?,1,142,Apr 18,tech-support-site-feedback
109,I never see my comic on the fresh new release pages,57,393,Apr 18,tech-support-site-feedback
110,Is there a problem with revenue transfers?,3,90,Apr 15,tech-support-site-feedback
111,My Dashboard Milestones are bugged,63,95,Apr 15,tech-support-site-feedback
112,Visual Bug: Comments section,4,126,Apr 15,tech-support-site-feedback
113,Invisible Comic - Doesn’t show up by new,86,132,Apr 15,tech-support-site-feedback
114,Feedback: Tab Indentation when Editing in the Text Editor,4,105,Apr 13,tech-support-site-feedback
115,"Today I got “2 free episodes of Drakkon gift” in Inbox, after claiming it, I got only one episode",90,71,Apr 12,tech-support-site-feedback
116,Anyone else not able to see Previews of their comic pages suddenly…?,9,63,Apr 11,tech-support-site-feedback
117,Am I supposed to see this?,159,238,Apr 9,tech-support-site-feedback
118,Private Lounge?,2,139,Apr 9,tech-support-site-feedback
119,Suggestion for a mobile site,105,121,Apr 9,tech-support-site-feedback
120,Blocking on forum?,8,142,Apr 8,tech-support-site-feedback
121,Reporting SPAM content,112,230,Apr 8,tech-support-site-feedback
122,How do I delete an episode that doesn’t Show on Dashboard?,48,92,Apr 5,tech-support-site-feedback
123,[APP] Add Setting > Double-Tap right side to go to next chapter,725,113,Apr 3,tech-support-site-feedback
124,Anyone noticing Likes and Comments disappearing from their comic,9,92,Apr 3,tech-support-site-feedback
125,Nevermind figured out why,119,90,Apr 2,tech-support-site-feedback
126,New Updates on Site,9,133,Apr 1,tech-support-site-feedback
127,Thank you so much for the dashboard update!,98,129,Apr 1,tech-support-site-feedback
128,Calendar Update Thank you,7,94,Mar 31,tech-support-site-feedback
129,Weird Unsub glitch,125,108,Mar 31,tech-support-site-feedback
130,Did not recieve free ink and customer service is not answering my emails,2,189,Mar 30,tech-support-site-feedback
131,Option to not send notifications for episode updates,97,99,Mar 30,tech-support-site-feedback
132,Bad Gateway seems to be taken care of,6,79,Mar 27,tech-support-site-feedback
133,Bad Gateway connection anyone else?,170,205,Mar 24,tech-support-site-feedback
134,Banner instead of book cover or thumbnail shows when i post my comic in the tapas forum:,7,76,Mar 23,tech-support-site-feedback
135,More total views than there actually is?,96,116,Mar 23,tech-support-site-feedback
136,"My link is showing my old banner, not my new one (Problem solved)",10,72,Mar 23,tech-support-site-feedback
137,NovelStar NovelStar NovelSpam,95,286,Mar 22,tech-support-site-feedback
138,Subscribed comics disappear from my library,7,766,Mar 22,tech-support-site-feedback
139,iPhone App Freezes on Home Page,147,65,Mar 22,tech-support-site-feedback
140,So… I’m getting spammed,1,244,Mar 21,tech-support-site-feedback
141,Errors in statistics - subscriptions and likes,103,118,Mar 20,tech-support-site-feedback
142,The LIKE button,1,222,Mar 19,tech-support-site-feedback
143,Tapas app opening by itself,73,125,Mar 19,tech-support-site-feedback
144,Can’t remove series banner,2,109,Mar 18,tech-support-site-feedback
145,Uh… I think I need halp,99,147,Mar 18,tech-support-site-feedback
146,Plagiarism Over on Wattpad?,8,227,Mar 16,tech-support-site-feedback
147,Genres and Variety,177,389,Mar 16,tech-support-site-feedback
148,Problem with Title,23,127,Mar 14,tech-support-site-feedback
149,Didn’t get the Ink I purchased after waiting for six days,423,112,Mar 13,tech-support-site-feedback
150,The use of Gif’s in the app is not the same as on web?,1,73,Mar 13,tech-support-site-feedback
151,Dashboard data?,100,82,Mar 13,tech-support-site-feedback
152,"Hey, I need some help with a problem i have on create my series",13,113,Mar 12,tech-support-site-feedback
153,Influx of Inappropriate Spam Comments,234,120,Mar 12,tech-support-site-feedback
154,Hey why can’t I log in with my original account to the forums?,2,133,Mar 12,tech-support-site-feedback
155,#0 in Tapas Best Collection,112,108,Mar 11,tech-support-site-feedback
156,“Oops!” Error occurring while scrolling pages,13,102,Mar 11,tech-support-site-feedback
157,Tapas not working on desktop?,175,125,Mar 8,tech-support-site-feedback
158,"Total view, like, comments counters issue",3,73,Mar 8,tech-support-site-feedback
159,Pop up Tapas error?,111,75,Mar 5,tech-support-site-feedback
160,I can see someone’s scheduled episodes… Is this a glitch?,2,257,Mar 4,tech-support-site-feedback
161,"Tapas down, what happened?",138,120,Mar 1,tech-support-site-feedback
162,Website freeze at loading comments,3,77,Mar 1,tech-support-site-feedback
163,PG-13 and 14A Ratings,60,175,Mar 1,tech-support-site-feedback
164,Tapas app don’t send notification when someone updates their series,6,104,Feb 28,tech-support-site-feedback
165,Date + timestamps for episodes list?,173,133,Feb 28,tech-support-site-feedback
166,I cannot adjust text size for my novel via mobile app,10,134,Feb 27,tech-support-site-feedback
167,Tapas Wall - Unable to post,460,88,Feb 27,tech-support-site-feedback
168,Subscriber count showing 0 on new dashboard,0,151,Feb 26,tech-support-site-feedback
169,Mobile App doesn’t open,67,75,Feb 26,tech-support-site-feedback
170,Dear Tapas Family–Women’s History Month Banner Question,2,316,Feb 25,tech-support-site-feedback
171,“Princess in the Rough” Free Episodes Retrieval Issue,104,153,Feb 25,tech-support-site-feedback
172,So I’ve just unlocked ad revenue. Now what?,8,332,Feb 25,tech-support-site-feedback
173,Can’t upload comic. Error wont go away,322,1.8k,Feb 24,tech-support-site-feedback
174,"I can’t upload a thumbnail for my new episode, is this a bug?",4,92,Feb 24,tech-support-site-feedback
175,Can’t use the center text option,78,129,Feb 24,tech-support-site-feedback
176,Is this perhaps a error?,1,158,Feb 23,tech-support-site-feedback
177,Why was my series marked “Mature”,92,295,Feb 23,tech-support-site-feedback
178,I can no longer log in with Google on web,4,81,Feb 23,tech-support-site-feedback
179,Whoa! Spacing issues galore,167,330,Feb 22,tech-support-site-feedback
180,Scheduled post issue,22,72,Feb 22,tech-support-site-feedback
181,Writing contests spam bots are a thing now apparently,178,134,Feb 22,tech-support-site-feedback
182,“Write Your Story” Doesn’t Work Anymore,2,372,Feb 21,tech-support-site-feedback
183,Tapas app bugs - Anyone else experiencing any?,165,82,Feb 21,tech-support-site-feedback
184,Phantom Episode,6,117,Feb 21,tech-support-site-feedback
185,New Novel editor - Italics CTRL button,169,113,Feb 21,tech-support-site-feedback
186,Ugly Spacing Issues for Novelists,3,408,Feb 20,tech-support-site-feedback
187,FEATURE REQUEST: Stats regarding the percentage of readers accesing Tapas from mobile devices VS the website,85,103,Feb 19,tech-support-site-feedback
188,"Purchased Ink 7 Days Ago, but Didn’t Get It",3,71,Feb 18,tech-support-site-feedback
189,Take long time to load comments on app?,165,55,Feb 18,tech-support-site-feedback
190,Published episode shows up as a draft,0,69,Feb 17,tech-support-site-feedback
191,Why is the first image appearing like that?,75,113,Feb 17,tech-support-site-feedback
192,My comic not showing under fresh section,4,122,Feb 17,tech-support-site-feedback
193,Tapas App Lagging,130,130,Feb 16,tech-support-site-feedback
194,Please help! When I try to create my novel tapas says the URL is incorrect or incomplete,0,104,Feb 16,tech-support-site-feedback
195,Positively Yours Manhwa Delayed?,46,151,Feb 16,tech-support-site-feedback
196,Cannot login to mobile site,8,130,Feb 16,tech-support-site-feedback
197,Is there a way to temporarily disable your account?,166,156,Feb 16,tech-support-site-feedback
198,Not Allowing Me To Post Message,10,83,Feb 16,tech-support-site-feedback
199,Spent more than wanted,189,137,Feb 14,tech-support-site-feedback
200,Font issues with new novel episodes on app,1,151,Feb 12,tech-support-site-feedback
201,Can’t log into Tapas account through Google,86,146,Feb 10,tech-support-site-feedback
202,Using ProWritingAid on Tapas Glitch (?),2,85,Feb 10,tech-support-site-feedback
203,Freezing and Crashing on Mobile Devices; Lag on Laptops,130,381,Feb 9,tech-support-site-feedback
204,Issues with new Text Editor,0,210,Feb 9,tech-support-site-feedback
205,Broken genre sorting lists for ‘sort by subscribers/likes’,87,116,Feb 4,tech-support-site-feedback
206,Novel uploading error - System eating spaces,53,200,Feb 2,tech-support-site-feedback
207,Bug when creating a new series,777,101,Jan 30,tech-support-site-feedback
208,Unable to upload at ALL,12,84,Jan 25,tech-support-site-feedback
209,HELP! Not able to schedule episode,204,103,Jan 18,tech-support-site-feedback
210,Can’t log in through mobile browser,0,103,Jan 15,tech-support-site-feedback
211,New Dashboard? Hiatus Button?,71,216,Jan 14,tech-support-site-feedback
212,Unable to Edit Past Chapters,1,69,Jan 13,tech-support-site-feedback
213,Activating ad revenue,79,1.3k,Jan 12,tech-support-site-feedback
214,"Why is it scrollable, where there is enought space to fit screen",1,140,Jan 12,tech-support-site-feedback
215,Tapas web is down or has long response time,82,115,Jan 12,tech-support-site-feedback
216,Tables in Novels,8,157,Jan 11,tech-support-site-feedback
217,Is it only me that sees this when i try to go to my dashboard on tapas,142,455,Jan 9,tech-support-site-feedback
218,Loading Problem,25,72,Jan 8,tech-support-site-feedback
219,New Dashboard Bug (?),393,119,Jan 6,tech-support-site-feedback
220,Malfunctions since the site is updating?,1,90,Jan 4,tech-support-site-feedback
221,“fresh” and “wait to read” filters not working on the app,90,124,Jan 4,tech-support-site-feedback
222,Why won’t it mark these episodes as read?,3,116,Jan 3,tech-support-site-feedback
223,Likes aren’t showing up?,95,231,Dec '20,tech-support-site-feedback
224,Novels on Tapas app are constantly crashing,3,185,Dec '20,tech-support-site-feedback
225,Having trouble commenting?,126,89,Dec '20,tech-support-site-feedback
226,Problems with thumbnails,7,124,Dec '20,tech-support-site-feedback
227,My novel doesn’t show in Fresh on the App,132,288,Dec '20,tech-support-site-feedback
228,Tapas app algorithm,4,92,Dec '20,tech-support-site-feedback
229,Novels Not Working on Mobile App (iPod Touch),105,94,Dec '20,tech-support-site-feedback
230,Are Email Notifications A Thing?,1,128,Dec '20,tech-support-site-feedback
231,Content blocked,71,182,Dec '20,tech-support-site-feedback
232,Could a poetry genre be added?,0,91,Dec '20,tech-support-site-feedback
233,Tapas usage gripes,63,316,Dec '20,tech-support-site-feedback
234,Feature request: find Completed stories/comics,12,370,Dec '20,tech-support-site-feedback
235,Change The Order Of Chapters!,238,259,Dec '20,tech-support-site-feedback
236,Tapas main site is down?,15,150,Dec '20,tech-support-site-feedback
237,A comic I bought is locked again,139,111,Dec '20,tech-support-site-feedback
238,Liking episodes doesn’t change the heart icon,8,161,Dec '20,tech-support-site-feedback
239,Tapas app on IOS ipad freezing,121,675,Dec '20,tech-support-site-feedback
240,Beware of Spam Account,2,324,Dec '20,tech-support-site-feedback
241,Tapas can’t view comic,142,151,Dec '20,tech-support-site-feedback
242,Desktop GIFs & Soundcloud Feature,11,81,Dec '20,tech-support-site-feedback
243,Not being awarded tapjoy ink even though it says it was awarded,230,118,Dec '20,tech-support-site-feedback
244,Problem with Tapas account confirmation,5,106,Dec '20,tech-support-site-feedback
245,Tapas contact email is incorrect,92,191,Dec '20,tech-support-site-feedback
246,500 error when checking Activities,2,122,Dec '20,tech-support-site-feedback
247,Can’t publish anything. Hmm,113,174,Nov '20,tech-support-site-feedback
248,Need help with downloading my work,1,124,Nov '20,tech-support-site-feedback
249,For Tapas to Implement a way to hide sidebar when reading half screen,92,74,Nov '20,tech-support-site-feedback
250,Still Using Tapjoy? Lost Some Ink Rewards? READ THIS,0,182,Nov '20,tech-support-site-feedback
251,Tapas app doesn’t load the comics,90,238,Nov '20,tech-support-site-feedback
252,Is it possible to have two accounts with a same email?,1,115,Nov '20,tech-support-site-feedback
253,My antivirus do not like Tapas,133,254,Nov '20,tech-support-site-feedback
254,“Broken” Tapas app <update Dec 28th>,10,353,Nov '20,tech-support-site-feedback
255,Is there Alt Text/Image Descriptions for comics?,129,219,Nov '20,tech-support-site-feedback
256,Adjust the Notifications for Interactions on Your Work?,5,130,Nov '20,tech-support-site-feedback
257,Episode not available on fresh section in the app,94,139,Nov '20,tech-support-site-feedback
258,Anyone else having problems with tapas loading,0,198,Nov '20,tech-support-site-feedback
259,Forums crashing badly!,108,157,Nov '20,tech-support-site-feedback
260,App crashing at opening comic/novel,5,218,Nov '20,tech-support-site-feedback
261,Chrome data breach?,189,147,Nov '20,tech-support-site-feedback
262,Paypal Request Transfer,13,1.1k,Nov '20,tech-support-site-feedback
263,Private or password protected comics/novels,99,236,Nov '20,tech-support-site-feedback
264,Platform idea: Non-Episode uploads,0,174,Nov '20,tech-support-site-feedback
265,I can’t see the tapas notifications. help!,79,114,Nov '20,tech-support-site-feedback
266,Problems logging in,21,255,Nov '20,tech-support-site-feedback
267,Will you be logged out of all devices if you change your password,205,92,Nov '20,tech-support-site-feedback
268,Disabling Tapas official notifications?,1,602,Nov '20,tech-support-site-feedback
269,Notifications for clicking likes,76,164,Oct '20,tech-support-site-feedback
270,Site lagging - Badly,5,960,Oct '20,tech-support-site-feedback
271,App is so slow I can’t read my episode,116,85,Oct '20,tech-support-site-feedback
272,Link to my Comic is showing error 404?,0,125,Oct '20,tech-support-site-feedback
273,Payment delayed by more than a month,72,188,Oct '20,tech-support-site-feedback
274,Having an ‘Announcement’ tab for your story?,12,276,Oct '20,tech-support-site-feedback
275,How do I change/edit my book cover?,286,160,Oct '20,tech-support-site-feedback
276,I really wish for a Reading List option in the Library,4,116,Oct '20,tech-support-site-feedback
277,Notifications are not Ads,766,285,Oct '20,tech-support-site-feedback
278,Issue with purchasing remaining episodes for a completed series that is unlisted and no longer available on the app,1,204,Oct '20,tech-support-site-feedback
279,Subbed content filter premium and free,65,262,Oct '20,tech-support-site-feedback
280,Category Browsing Display Error,9,103,Oct '20,tech-support-site-feedback
281,“Coming soon” page error,244,118,Oct '20,tech-support-site-feedback
282,Someone is looking at updates before the post date?,8,133,Oct '20,tech-support-site-feedback
283,403 Forbidden from Russia,118,192,Oct '20,tech-support-site-feedback
284,"Android new update Error, app doesn’t work",15,140,Oct '20,tech-support-site-feedback
285,Comment issues/ post errors,222,144,Oct '20,tech-support-site-feedback
286,"I can remove my own comments from comment section, but not if they are replies to another comment",4,90,Oct '20,tech-support-site-feedback
287,Can’t comment on main site,125,109,Oct '20,tech-support-site-feedback
288,"Is this a BUG, a GLITCH OR SCRIPT USE?",5,175,Oct '20,tech-support-site-feedback
289,Are surveys still available?,109,120,Oct '20,tech-support-site-feedback
290,Can’t private message people on the main site,2,163,Oct '20,tech-support-site-feedback
291,I can’t comment on any of the chapters?,147,877,Oct '20,tech-support-site-feedback
292,Missing Account & Missing Ink,8,156,Oct '20,tech-support-site-feedback
293,I can not support help! @ratique,227,278,Oct '20,tech-support-site-feedback
294,Commenting on Tapas,27,135,Oct '20,tech-support-site-feedback
295,iPhone App Crashing,389,872,Oct '20,tech-support-site-feedback
296,Pictures in Novels,4,204,Oct '20,tech-support-site-feedback
297,Some accounts seems to be accidentally deleted,127,925,Oct '20,tech-support-site-feedback
298,Can’t write on walls,2,157,Sep '20,tech-support-site-feedback
299,Can someone help me to explain? pleaseCan someone help me to explain?,112,204,Sep '20,tech-support-site-feedback
300,Someone forgot write “;” in CSS,0,290,Sep '20,tech-support-site-feedback
301,Has my Tapas account been deleted? HELP pls,73,301,Sep '20,tech-support-site-feedback
302,Locked Out of Account? Trouble Commenting? Read Here!,0,1.0k,Sep '20,tech-support-site-feedback
303,RSS Feeds Gone?,82,2.8k,Sep '20,tech-support-site-feedback
304,[Novel] Unable to publish Now [RESOLVED],15,198,Sep '20,tech-support-site-feedback
305,Can’t purchase all locked chapters at once for a novel,113,184,Sep '20,tech-support-site-feedback
306,Webtoon Removed one episode of mine on webtoon and I need to appeal,2,276,Sep '20,tech-support-site-feedback
307,Tapas just blew up on me,120,331,Sep '20,tech-support-site-feedback
308,Help for my account,4,220,Sep '20,tech-support-site-feedback
309,Currency withdrawal,133,134,Sep '20,tech-support-site-feedback
310,Co-authoring a novel,0,121,Sep '20,tech-support-site-feedback
311,I can’t seem to make a comment on my page or reply to comments?,108,165,Sep '20,tech-support-site-feedback
312,Resetting of the stats counter,5,168,Sep '20,tech-support-site-feedback
313,HELP! Episode Order is glitching!,102,101,Sep '20,tech-support-site-feedback
314,Error upon trying to purchase a chapter/Unable to Purchase a Chapter,3,207,Sep '20,tech-support-site-feedback
315,Hacked Out of Account,125,154,Sep '20,tech-support-site-feedback
316,Genshin Impact Ink,1,258,Sep '20,tech-support-site-feedback
317,I cant upload any images,73,84,Sep '20,tech-support-site-feedback
318,Having trouble commenting,1,116,Sep '20,tech-support-site-feedback
319,Tapas Servey for Inks,75,212,Sep '20,tech-support-site-feedback
320,Has my account been deleted?,8,225,Sep '20,tech-support-site-feedback
321,Comments and likes being left on unreleased episodes!,257,259,Sep '20,tech-support-site-feedback
322,Is it possible to unsub from Official announcements from Tapas?,4,282,Sep '20,tech-support-site-feedback
323,Chapter published? CLOSED,120,148,Sep '20,tech-support-site-feedback
324,Views and Likes not updating,0,104,Sep '20,tech-support-site-feedback
325,Glitch on my series,77,134,Sep '20,tech-support-site-feedback
326,Possible scammer?,6,270,Sep '20,tech-support-site-feedback
327,Weird message post,175,362,Sep '20,tech-support-site-feedback
328,Keep Getting this Comment Error,0,150,Sep '20,tech-support-site-feedback
329,Question about the reward ads,104,111,Aug '20,tech-support-site-feedback
330,Error when posting on subscribers page,4,116,Aug '20,tech-support-site-feedback
331,Comic reading issue,133,305,Aug '20,tech-support-site-feedback
332,Having trouble scheduling episodes,19,109,Aug '20,tech-support-site-feedback
333,Tapastic App not working?,134,4.4k,Aug '20,tech-support-site-feedback
334,Recent Problems with Free Ink Watch Videos on Mobile App,0,157,Aug '20,tech-support-site-feedback
335,Can’t log in to Tapas forum,88,347,Aug '20,tech-support-site-feedback
336,Error Series sync failed and missing eps,16,94,Aug '20,tech-support-site-feedback
337,Anyone else having issues with the website loading and being able to post comments on people’s pages?,151,169,Aug '20,tech-support-site-feedback
338,Errors on Main Site,0,109,Aug '20,tech-support-site-feedback
339,Anyone Else Experiencing Issues?,75,152,Aug '20,tech-support-site-feedback
340,Randomly get error 500 on website,14,103,Aug '20,tech-support-site-feedback
341,Views not updating?,316,195,Aug '20,tech-support-site-feedback
342,Getting a lot of errors on Tapas (500s and others),6,149,Aug '20,tech-support-site-feedback
343,Disgusting bot messages in my notifications,153,159,Aug '20,tech-support-site-feedback
344,Scheduled chapters posted an hour late,14,107,Aug '20,tech-support-site-feedback
345,Spammed by a Bot,332,141,Aug '20,tech-support-site-feedback
346,Did anyone else receive spam messages on thier profile?,20,129,Aug '20,tech-support-site-feedback
347,Current Spam Attack,1.8k,1.4k,Aug '20,tech-support-site-feedback
348,No link to the survey,10,130,Jul '20,tech-support-site-feedback
349,This spamming nonsense needs to be addressed,92,180,Jul '20,tech-support-site-feedback
350,"Disgusting Spam on my page. Please help, Tapas staff",8,332,Jul '20,tech-support-site-feedback
351,Third person accessing private messages?,129,1.3k,Jul '20,tech-support-site-feedback
352,Removing sex spam,4,1.0k,Jul '20,tech-support-site-feedback
353,How is the sex spam still commenting when I blocked them?,158,181,Jul '20,tech-support-site-feedback
354,Watching sex spam bot in real time,9,207,Jul '20,tech-support-site-feedback
355,Help with bot spamming,295,157,Jul '20,tech-support-site-feedback
356,Blocking Spammer,5,211,Jul '20,tech-support-site-feedback
357,Annoying spam bots,81,149,Jul '20,tech-support-site-feedback
358,"With these sex spam bots, is financial info secure?",43,202,Jul '20,tech-support-site-feedback
359,The Soundcloud widget is stupid,330,323,Jul '20,tech-support-site-feedback
360,I am being spammed in a super creepy way?,1,456,Jul '20,tech-support-site-feedback
361,How to report a scammer? / block feature not working,72,470,Jul '20,tech-support-site-feedback
362,Spam Bot Problems… Help?,4,766,Jul '20,tech-support-site-feedback
363,Troll bots returning again?,134,674,Jul '20,tech-support-site-feedback
364,Why can I not log into the forums with my main account?,10,106,Jul '20,tech-support-site-feedback
365,Ad impression workings,372,201,Jul '20,tech-support-site-feedback
366,Error when trying to upload a thumbnail for a new comic,4,408,Jul '20,tech-support-site-feedback
367,"Can’t upload banner, thumbnail and cover",82,181,Jul '20,tech-support-site-feedback
